x,y,z,activity
-0.29077,-0.05981,0.96057,1
-0.33093,0.03235,0.93591,1
-0.32300,0.06567,0.93774,1
-0.36401,0.06873,0.96252,1
-0.36316,0.07031,0.94019,1
-0.38147,0.06055,0.93884,1
-0.38977,0.04724,0.93225,1
-0.38635,0.03503,0.95154,1
-0.42651,0.01111,0.93359,1
-0.40137,0.08240,0.92566,1
-0.39807,0.07349,0.89758,1
-0.40271,0.06958,0.94055,1
-0.35840,0.11963,0.99390,1
-0.31006,0.14661,0.88269,1
-0.28247,0.14648,0.95264,1
-0.26282,0.12183,0.92749,1
-0.27588,0.10535,0.94446,1
-0.27942,0.10059,0.93616,1
-0.31433,0.07239,0.98218,1
-0.34595,0.02490,0.99731,1
-0.35559,0.05200,0.98877,1
-0.31128,0.09424,0.93066,1
-0.30847,0.14172,0.96313,1
-0.29541,0.14197,0.96338,1
-0.28784,0.18518,0.94067,1
-0.29602,0.23987,0.94153,1
-0.28333,0.30762,0.89209,1
-0.28796,0.37256,0.88818,1
-0.28394,0.39294,0.83911,1
-0.28796,0.49731,0.81714,1
-0.28760,0.58850,0.74084,1
-0.28625,0.65369,0.75769,1
-0.29041,0.63159,0.70361,1
-0.29321,0.60620,0.73767,1
-0.29346,0.52625,0.82190,1
-0.32031,0.33484,0.88586,1
-0.31238,0.12561,0.96460,1
-0.29187,0.05078,0.96973,1
-0.29822,-0.01367,0.96375,1
-0.30042,-0.10535,0.97119,1
-0.29724,-0.13135,0.92139,1
-0.29846,-0.15540,0.95264,1
-0.29797,-0.12378,0.92261,1
-0.30054,-0.00317,0.90991,1
-0.29028,0.10522,0.94922,1
-0.32166,0.17188,0.93787,1
-0.31738,0.32141,0.85901,1
-0.32715,0.30481,0.94788,1
-0.33313,0.13440,0.99634,1
-0.34009,0.01086,0.93286,1
-0.33130,-0.09485,0.97009,1
-0.34106,-0.17822,0.93066,1
-0.33191,-0.15259,0.92786,1
-0.34521,-0.07129,1.00293,1
-0.33594,0.00366,1.01331,1
-0.28528,0.15808,0.93945,1
-0.28015,0.12610,0.94983,1
-0.25122,0.15735,0.89600,1
-0.22656,0.11707,0.98230,1
-0.18750,0.16211,0.96741,1
-0.15833,0.15710,1.01611,1
-0.10168,0.10120,0.97339,1
-0.06165,0.07324,0.98840,1
-0.03259,0.04150,0.99890,1
-0.00391,0.03491,1.03271,1
0.02881,0.07312,0.99854,1
0.03943,0.06616,0.97656,1
0.03381,0.06042,0.99475,1
0.00073,0.02917,0.98962,1
-0.06848,-0.01428,1.01587,1
-0.14722,0.07446,1.13245,1
-0.18225,-0.00952,0.98560,1
-0.24670,-0.08508,1.03503,1
-0.30212,-0.15186,1.04639,1
-0.29248,0.05286,0.94055,1
-0.06702,-0.02588,0.84131,1
-0.18909,-0.03528,1.01257,1
-0.20398,-0.04260,1.05103,1
-0.22644,-0.08191,0.92407,1
-0.30273,-0.10681,0.93152,1
-0.35852,-0.13171,0.94226,1
-0.33911,-0.08716,1.02856,1
-0.25427,0.08801,0.87585,1
-0.16418,0.00415,0.88794,1
-0.13464,-0.04016,0.97876,1
-0.12695,-0.19934,0.96118,1
-0.16174,-0.27222,0.87451,1
-0.23206,-0.32593,0.99817,1
-0.29395,-0.33618,0.84436,1
-0.28003,-0.39355,0.89807,1
-0.30920,-0.06885,0.79028,1
-0.26624,0.19238,0.90588,1
-0.26611,0.18701,0.99658,1
-0.19373,0.30225,1.11707,1
-0.15173,0.11133,0.99426,1
-0.14734,0.00610,0.92932,1
-0.16284,-0.12732,0.96851,1
-0.20679,-0.29102,0.91431,1
-0.26855,-0.31580,0.88025,1
-0.28540,0.02979,1.00488,1
-0.31262,0.16248,0.99207,1
-0.27966,0.20789,1.00610,1
-0.25098,0.35718,0.83435,1
-0.25171,0.45068,0.80542,1
-0.23730,0.35571,0.90540,1
-0.23437,0.06238,0.94861,1
-0.24048,-0.15442,0.97083,1
-0.24341,-0.28613,0.93372,1
-0.25256,-0.40857,0.88245,1
-0.23572,-0.33093,0.96216,1
-0.21240,-0.02490,0.98694,1
-0.21826,0.18555,0.99316,1
-0.20532,0.38074,0.93457,1
-0.20203,0.47498,0.83289,1
-0.22021,0.44250,0.86731,1
-0.21997,0.21448,0.92920,1
-0.24048,-0.04626,0.97424,1
-0.22742,-0.20093,0.94397,1
-0.25073,-0.40942,0.91333,1
-0.26892,-0.42273,0.89880,1
-0.23486,-0.21887,1.01001,1
-0.21826,0.15454,1.00146,1
-0.20862,0.29749,0.94177,1
-0.20178,0.17371,0.91052,1
-0.20544,-0.09387,0.94006,1
-0.23877,-0.23743,0.93604,1
-0.25574,-0.43958,0.93518,1
-0.27466,-0.54687,0.85120,1
-0.28918,-0.49719,0.82715,1
-0.28345,-0.36255,0.94104,1
-0.28894,-0.16992,0.95825,1
-0.30676,-0.13269,0.94116,1
-0.29468,-0.12854,1.00879,1
-0.27307,0.02344,0.89893,1
-0.27222,0.12280,0.98657,1
-0.22656,0.29028,0.94934,1
-0.23193,0.33911,0.87683,1
-0.26379,0.16406,0.94958,1
-0.20679,-0.06604,1.06604,1
-0.25220,-0.27612,0.88074,1
-0.26392,-0.37830,0.90125,1
-0.25317,-0.32898,0.91357,1
-0.28882,-0.28394,0.91870,1
-0.31555,-0.21924,0.96606,1
-0.31616,-0.05469,0.79724,1
-0.30493,0.21155,0.92334,1
-0.30042,0.29822,0.91052,1
-0.27991,0.37830,0.82300,1
-0.26123,0.29260,0.90027,1
-0.26819,0.27612,0.94482,1
-0.25842,0.25525,0.94873,1
-0.28040,0.09753,1.03394,1
-0.27051,0.02893,0.98743,1
-0.27417,0.02612,0.97437,1
-0.28040,0.00476,0.96533,1
-0.27930,0.02771,0.95203,1
-0.27722,0.01563,0.95752,1
-0.28101,-0.00623,0.97754,1
-0.28162,0.01050,0.98999,1
-0.25745,0.04663,0.94788,1
-0.24500,0.03564,0.92224,1
-0.16589,0.08118,1.01135,1
-0.14136,0.09851,1.05029,1
-0.11890,0.09814,1.06726,1
-0.06641,0.08264,1.01367,1
-0.04370,0.08093,1.02747,1
-0.02307,0.10376,1.01343,1
0.02649,0.14490,0.97205,1
0.04724,0.08362,0.99329,1
0.06335,0.04370,0.99023,1
0.07495,0.06189,1.01282,1
0.09583,0.06909,1.06140,1
0.11316,0.09424,0.99927,1
0.11755,0.09448,0.99646,1
0.12231,0.06360,0.99707,1
0.11646,0.03418,0.99719,1
0.10889,0.00488,0.96423,1
0.05237,0.05127,0.93628,1
-0.04651,0.04858,0.97827,1
-0.13904,-0.06067,1.05554,1
-0.26086,-0.17188,0.89429,1
-0.31335,-0.22510,0.91138,1
-0.36780,-0.31274,0.88672,1
-0.38330,-0.26013,0.89856,1
-0.40210,-0.21716,0.88672,1
-0.37622,-0.21924,0.85156,1
-0.40295,-0.24316,0.85937,1
-0.44348,-0.28308,0.88538,1
-0.41748,-0.22144,0.90540,1
-0.41541,-0.20752,0.87280,1
-0.45117,-0.19421,0.95764,1
0.01978,-0.08350,0.94006,1
0.02051,-0.08081,0.96167,1
0.02588,-0.11035,1.03125,1
0.01672,-0.11646,1.04553,1
-0.00867,-0.04541,0.98633,1
-0.01526,-0.03735,0.96423,1
-0.01477,-0.06006,1.01123,1
-0.02014,-0.04016,1.05579,1
-0.02783,-0.03552,1.05591,1
-0.03906,-0.02454,1.01074,1
-0.04224,-0.01733,0.97791,1
-0.04785,-0.04187,1.04004,1
-0.04919,-0.02649,1.06226,1
-0.04834,0.00049,1.03088,1
-0.04919,0.00012,1.04236,1
-0.05688,-0.01416,1.05212,1
-0.05469,-0.01636,1.02161,1
-0.05603,-0.02185,1.01648,1
-0.06116,-0.02405,1.00537,1
-0.06299,-0.01697,0.97546,1
-0.06104,0.01233,0.93677,1
-0.07166,-0.01636,1.02527,1
-0.07104,0.01428,1.04700,1
-0.06274,0.04443,1.03015,1
-0.06091,0.04541,1.04492,1
-0.06567,0.05457,1.02380,1
-0.08008,0.04468,0.99182,1
-0.08472,0.02197,1.00549,1
-0.07605,0.03357,1.02502,1
-0.07422,0.04114,1.01563,1
-0.07532,0.03113,1.00281,1
-0.07153,0.06250,1.00098,1
-0.06604,0.07898,0.99915,1
-0.07324,0.06140,0.99683,1
-0.07849,0.05225,0.99634,1
-0.07581,0.05713,1.01111,1
-0.07324,0.05200,1.03711,1
-0.08057,0.02722,0.99121,1
-0.07654,0.03625,1.01208,1
-0.07935,0.03772,1.01794,1
-0.08350,0.02771,0.99585,1
-0.07996,0.02551,0.99487,1
-0.06726,0.03809,1.03137,1
-0.06934,0.02686,1.02881,1
-0.08289,-0.00708,0.99219,1
-0.08142,-0.01062,0.98437,1
-0.06909,0.01025,1.00830,1
-0.06848,0.00525,1.02490,1
-0.06970,-0.01770,1.00073,1
-0.06970,-0.00720,0.98694,1
-0.06995,-0.01086,1.00464,1
-0.06812,-0.00403,1.00464,1
-0.06738,-0.00537,1.00842,1
-0.06873,-0.01587,1.01392,1
-0.06909,-0.01074,1.02112,1
-0.06738,-0.01257,1.02087,1
-0.06848,-0.02051,1.00671,1
-0.06982,-0.02002,0.99634,1
-0.06665,-0.01306,1.01172,1
-0.06201,-0.00671,1.00732,1
-0.06409,-0.01416,1.01648,1
-0.06616,-0.01746,1.01563,1
-0.06726,-0.00708,1.00549,1
-0.06494,-0.00256,0.99841,1
-0.06201,-0.00024,1.00952,1
-0.06531,-0.01050,0.99487,1
-0.06396,-0.00671,1.01294,1
-0.06262,0.00159,1.02271,1
-0.06274,0.00073,1.01404,1
-0.05994,0.00098,1.01318,1
-0.05652,-0.00415,1.01965,1
-0.05774,0.01416,1.00378,1
-0.06348,0.00427,0.99243,1
-0.06531,-0.00366,0.98779,1
-0.06128,-0.00269,1.01697,1
-0.05676,0.00562,1.00916,1
-0.06409,-0.00732,1.00061,1
-0.06702,-0.00940,0.99768,1
-0.06055,0.01648,1.01746,1
-0.05774,0.01965,1.01978,1
-0.06030,0.00684,1.02771,1
-0.06689,-0.00378,1.01404,1
-0.07190,-0.00134,0.99683,1
-0.07019,-0.00476,1.00854,1
-0.05859,0.00366,1.01721,1
-0.05408,0.02051,1.02637,1
-0.06116,0.01050,1.01587,1
-0.06213,0.00330,0.99536,1
-0.06042,0.01050,0.98840,1
-0.05786,0.01453,1.01257,1
-0.05554,0.02380,1.00781,1
-0.05872,0.02295,1.00598,1
-0.05640,0.03040,1.01550,1
-0.05762,0.03088,1.02576,1
-0.06555,0.01611,1.01025,1
-0.06396,0.02124,0.99963,1
-0.06055,0.00989,1.02332,1
-0.05347,0.01770,1.02344,1
-0.05469,0.02075,1.02600,1
-0.06055,0.01941,1.03125,1
-0.05505,0.03040,1.02991,1
-0.05334,0.00903,1.02075,1
-0.05371,0.00537,1.00281,1
-0.05505,0.00366,0.99182,1
-0.05408,-0.00757,0.99109,1
-0.04211,0.01270,1.00317,1
-0.04419,0.01172,1.00574,1
-0.04919,0.00818,0.99316,1
-0.04993,0.00464,0.99097,1
-0.04834,0.00769,1.01233,1
-0.04883,0.01147,1.02576,1
-0.05103,0.00293,1.01868,1
-0.05237,0.00391,1.00342,1
-0.05237,0.00610,1.00806,1
-0.04968,0.00659,1.01086,1
-0.04749,-0.00208,1.02332,1
-0.04810,-0.00244,1.00476,1
-0.04810,0.00146,0.99536,1
-0.04858,-0.00720,0.99292,1
-0.04602,-0.00012,0.97742,1
-0.04309,0.01025,1.00488,1
-0.04553,0.00940,1.01025,1
-0.04919,0.00427,1.00476,1
-0.05054,0.00549,1.02002,1
-0.05725,0.00842,1.02429,1
-0.05933,0.00708,1.02014,1
-0.05176,0.01086,1.03503,1
-0.04810,0.01514,1.04565,1
-0.05261,0.00977,1.03076,1
-0.05762,0.00525,0.99255,1
-0.04858,0.00513,1.00391,1
-0.04004,0.00903,1.01746,1
-0.04224,0.01111,1.01013,1
-0.05334,0.01135,0.98975,1
-0.05054,0.01111,1.01025,1
-0.04138,0.00720,1.03442,1
-0.04895,0.00195,1.00537,1
-0.05481,0.00061,0.99658,1
-0.05493,0.00049,1.00012,1
-0.05359,0.00220,1.00452,1
-0.05200,0.00024,1.02649,1
-0.05200,0.01343,1.02917,1
-0.04993,0.01672,1.02954,1
-0.04968,0.01062,1.01208,1
-0.05225,0.00769,1.00562,1
-0.05408,-0.00354,1.01465,1
-0.04944,0.00403,1.00171,1
-0.04553,0.01318,1.01160,1
-0.04785,0.00342,1.01001,1
-0.04517,0.01770,1.01489,1
-0.04370,0.00757,1.02246,1
-0.04626,0.00464,0.98730,1
-0.04407,0.00073,0.99963,1
-0.03992,0.00708,1.00159,1
-0.04346,0.00854,0.99500,1
-0.04639,0.00671,1.00171,1
-0.04285,0.00537,1.00757,1
-0.04553,0.00427,1.02002,1
-0.05640,-0.00061,1.00623,1
-0.05701,-0.00208,0.99817,1
-0.04749,0.01074,1.01575,1
-0.04651,0.00916,1.04065,1
-0.05920,0.00183,0.99817,1
-0.05688,0.00439,1.01685,1
-0.04504,0.00952,1.04053,1
-0.04089,0.00671,1.04175,1
-0.05444,-0.01208,1.00073,1
-0.05786,-0.02209,0.98450,1
-0.04407,-0.00745,1.02002,1
-0.04041,-0.00525,1.02185,1
-0.04285,-0.00378,0.99438,1
-0.04785,0.00354,0.98413,1
-0.04333,0.01221,1.00208,1
-0.03821,0.01025,1.02173,1
-0.04077,0.00024,1.02466,1
-0.05200,-0.00085,1.00903,1
-0.05652,-0.00134,1.01233,1
-0.05310,-0.01697,1.02295,1
-0.05322,-0.01282,1.01770,1
-0.05566,-0.01318,1.01904,1
-0.05115,0.01697,1.02161,1
-0.04736,0.02881,1.03601,1
-0.04651,0.02844,1.00916,1
-0.04736,0.04053,1.00464,1
-0.04663,0.03772,1.02625,1
-0.04382,0.03308,1.01501,1
-0.04517,0.04346,0.98560,1
-0.04053,0.06274,1.00366,1
-0.04138,0.06580,0.99927,1
-0.04309,0.07410,0.99878,1
-0.03955,0.08118,0.99854,1
-0.03345,0.09167,1.01563,1
-0.03369,0.09363,1.02344,1
-0.03821,0.09204,1.01392,1
-0.04089,0.09119,0.99927,1
-0.03821,0.09546,1.00745,1
-0.03528,0.11060,0.99146,1
-0.03369,0.11938,0.99170,1
-0.03064,0.12683,1.00098,1
-0.03210,0.12585,1.00708,1
-0.03467,0.12292,0.99878,1
-0.03735,0.11414,0.98840,1
-0.03455,0.11829,0.99182,1
-0.02966,0.12170,1.00061,1
-0.03394,0.10547,0.97986,1
-0.03345,0.10242,0.99121,1
-0.02881,0.09753,1.01208,1
-0.03064,0.09216,1.01233,1
-0.03882,0.08191,1.00757,1
-0.04443,0.07813,1.01196,1
-0.03943,0.07471,1.01282,1
-0.04199,0.06396,1.01355,1
-0.04077,0.06982,1.02136,1
-0.03796,0.07019,1.02087,1
-0.03918,0.06409,1.01184,1
-0.03723,0.06531,1.01306,1
-0.03943,0.06067,1.00244,1
-0.03723,0.05823,1.00159,1
-0.03210,0.05615,1.01794,1
-0.03528,0.06311,1.00781,1
-0.04187,0.05664,0.99304,1
-0.03760,0.06628,1.00659,1
-0.03503,0.06042,1.03406,1
-0.03894,0.05212,1.02637,1
-0.04346,0.05054,1.00000,1
-0.03967,0.05872,1.00500,1
-0.03540,0.04907,1.02246,1
-0.03528,0.05469,1.01709,1
-0.04346,0.04114,0.98584,1
-0.03870,0.04895,0.99084,1
-0.02783,0.06653,1.02380,1
-0.03381,0.05713,1.01147,1
-0.04309,0.04785,1.00977,1
-0.04053,0.04712,1.00476,1
-0.03516,0.03674,1.01135,1
-0.03601,0.04456,1.00024,1
-0.03918,0.03992,0.99292,1
-0.03711,0.03821,1.00061,1
-0.03174,0.05359,1.00464,1
-0.03198,0.05798,1.01135,1
-0.03467,0.05896,1.01990,1
-0.04102,0.05286,1.01575,1
-0.04639,0.03784,1.01074,1
-0.04150,0.04346,1.01697,1
-0.03845,0.04333,1.00903,1
-0.03882,0.04590,1.00623,1
-0.03845,0.05127,1.00806,1
-0.03174,0.06250,1.00928,1
-0.03320,0.05420,1.03101,1
-0.03967,0.04504,1.00671,1
-0.04041,0.04797,1.00281,1
-0.03979,0.04810,1.02832,1
-0.03943,0.04260,1.01477,1
-0.03821,0.04199,1.00122,1
-0.03088,0.05920,1.01660,1
-0.03198,0.05676,1.01831,1
-0.03528,0.04822,1.01135,1
-0.03674,0.04626,1.00269,1
-0.03955,0.03894,1.00745,1
-0.04224,0.03748,1.00403,1
-0.03748,0.03784,1.03162,1
-0.03467,0.04663,1.02026,1
-0.03394,0.04382,1.01978,1
-0.03491,0.03955,1.01013,1
-0.03674,0.02332,0.98181,1
-0.02917,0.03699,0.98706,1
-0.03088,0.02405,0.99084,1
-0.03015,0.03198,0.98804,1
-0.03503,0.04675,0.98999,1
-0.03882,0.04382,1.02161,1
-0.03308,0.03149,1.02979,1
-0.03345,0.03357,1.01697,1
-0.04883,0.01050,0.98010,1
-0.04773,0.02612,0.99683,1
-0.03979,0.04834,1.05103,1
-0.04211,0.03015,1.03552,1
-0.04883,0.02197,1.00952,1
-0.04041,0.03516,1.01074,1
-0.03845,0.03516,1.00464,1
-0.03833,0.03137,1.00769,1
-0.04053,0.03186,1.01990,1
-0.04431,0.02686,1.00623,1
-0.04736,0.02502,1.00378,1
-0.04102,0.02551,1.02466,1
-0.04260,0.01416,1.02356,1
-0.04272,0.02319,1.00635,1
-0.04248,0.03198,1.01062,1
-0.04370,0.02722,0.99634,1
-0.03943,0.02905,1.00281,1
-0.03650,0.03540,1.02417,1
-0.04138,0.02393,1.01196,1
-0.04248,0.02405,1.00293,1
-0.04211,0.02380,1.00549,1
-0.04297,0.02380,1.01440,1
-0.04456,0.01904,1.01318,1
-0.04700,0.01892,1.00049,1
-0.04260,0.02075,1.01758,1
-0.03857,0.02808,1.03101,1
-0.04065,0.03333,1.00610,1
-0.04138,0.02991,1.00769,1
-0.04077,0.02917,1.00403,1
-0.04309,0.01721,1.01392,1
-0.04260,0.02283,1.00134,1
-0.03772,0.02917,1.01160,1
-0.03979,0.02954,1.01404,1
-0.04333,0.02942,1.01709,1
-0.04480,0.01929,1.00684,1
-0.04163,0.02124,1.01672,1
-0.03809,0.02478,1.01355,1
-0.03711,0.02234,1.01221,1
-0.04346,0.02258,0.99426,1
-0.04224,0.02722,1.01843,1
-0.04004,0.02295,1.03748,1
-0.03491,0.03503,1.03113,1
-0.05273,0.00781,1.00903,1
-0.04553,0.01501,0.97620,1
-0.02832,0.01733,1.02356,1
-0.03943,0.02869,0.98218,1
-0.04102,0.01929,0.99280,1
-0.03406,0.02783,0.99768,1
-0.04175,0.02002,1.01074,1
-0.04504,0.02258,1.00818,1
-0.03833,0.02856,1.01611,1
-0.03406,0.04846,1.02271,1
-0.04712,0.02441,1.03711,1
-0.04687,0.03662,0.98474,1
-0.04358,0.02563,1.01855,1
-0.03992,0.03259,1.01599,1
-0.03833,0.03735,1.01660,1
-0.04138,0.04102,1.00537,1
-0.04407,0.04016,1.00439,1
-0.04407,0.04285,1.01489,1
-0.04102,0.04150,1.02161,1
-0.04370,0.03369,0.99329,1
-0.04260,0.04773,1.00732,1
-0.03418,0.06067,1.00269,1
-0.03430,0.05786,0.99487,1
-0.03735,0.07043,1.00623,1
-0.03857,0.07776,1.01587,1
-0.03955,0.06604,1.01770,1
-0.04797,0.04993,1.01819,1
-0.05212,0.05054,1.01184,1
-0.05017,0.06458,1.01563,1
-0.03748,0.07495,1.02112,1
-0.03455,0.08032,1.00085,1
-0.03931,0.08362,1.01672,1
-0.03857,0.08765,1.02063,1
-0.03625,0.08911,1.01636,1
-0.03442,0.08655,1.01111,1
-0.03906,0.08154,1.00049,1
-0.03564,0.10120,1.00305,1
-0.02979,0.11462,1.01440,1
-0.02856,0.11707,1.00647,1
-0.02539,0.14539,1.00256,1
-0.02527,0.16956,1.02136,1
-0.02832,0.15808,0.98767,1
-0.02515,0.16528,0.98376,1
-0.02271,0.19800,0.98694,1
-0.02222,0.21912,0.97424,1
-0.02539,0.23828,0.97583,1
-0.01978,0.26746,0.96289,1
-0.01843,0.27332,0.95190,1
-0.02136,0.27832,0.99841,1
-0.02563,0.34180,0.88171,1
-0.01953,0.33472,0.93835,1
-0.01721,0.35803,0.95825,1
-0.02161,0.35205,0.94958,1
-0.02271,0.35535,0.95374,1
-0.02283,0.35437,0.94299,1
-0.02637,0.34912,0.93750,1
-0.02332,0.35327,0.95081,1
-0.02136,0.35657,0.94006,1
-0.02063,0.36096,0.94592,1
-0.02002,0.36829,0.92236,1
-0.02405,0.34802,0.91809,1
-0.02429,0.33008,0.93677,1
-0.03479,0.30957,0.96362,1
-0.03259,0.31238,0.98059,1
-0.03052,0.29333,0.96045,1
-0.03308,0.26575,0.96191,1
-0.03992,0.25159,1.00183,1
-0.04419,0.22278,0.99194,1
-0.05249,0.16956,0.96326,1
-0.05505,0.14075,0.99390,1
-0.04138,0.19543,0.98743,1
-0.04663,0.16589,1.02258,1
-0.05457,0.13818,1.01953,1
-0.06152,0.11255,0.94189,1
-0.05908,0.09375,0.99158,1
-0.05859,0.06018,1.04626,1
-0.07092,0.03723,1.00269,1
-0.07947,-0.00037,0.99353,1
-0.07593,-0.04687,1.02869,1
-0.07153,-0.03394,1.00366,1
-0.08179,-0.07031,1.01074,1
-0.08984,-0.09729,0.99353,1
-0.08521,-0.11426,0.99951,1
-0.08740,-0.13037,1.01001,1
-0.09326,-0.15649,1.00244,1
-0.09875,-0.16223,0.97205,1
-0.09863,-0.17542,0.96228,1
-0.10791,-0.22620,1.00488,1
-0.11365,-0.22839,0.98425,1
-0.11487,-0.24072,0.97021,1
-0.11230,-0.25830,0.99976,1
-0.11206,-0.26025,1.00671,1
-0.11072,-0.24939,0.98608,1
-0.11621,-0.25488,0.95947,1
-0.12024,-0.26965,0.95300,1
-0.11682,-0.27808,0.96008,1
-0.11853,-0.28796,0.96582,1
-0.12170,-0.30200,0.95752,1
-0.11621,-0.27625,0.97131,1
-0.12292,-0.28894,0.95215,1
-0.12170,-0.27502,0.96082,1
-0.11670,-0.27417,0.98743,1
-0.11865,-0.29114,0.97754,1
-0.12207,-0.29004,0.97266,1
-0.11816,-0.27893,0.96301,1
-0.11121,-0.25586,0.95935,1
-0.11108,-0.25525,0.97766,1
-0.11243,-0.24658,0.97400,1
-0.11011,-0.23828,0.97888,1
-0.10901,-0.24719,0.98474,1
-0.11292,-0.24536,0.97583,1
-0.11096,-0.22754,0.96118,1
-0.10205,-0.23804,0.98254,1
-0.09644,-0.23279,0.97107,1
-0.10034,-0.22656,0.96875,1
-0.10352,-0.21777,0.95459,1
-0.10254,-0.23462,0.99255,1
-0.09827,-0.21985,0.98877,1
-0.09204,-0.22644,0.98328,1
-0.09583,-0.22400,0.97827,1
